,Date,Time,Type,Stations,Time_code
0,20240101,18:02-18:02,III,"MEXICO-LANCE, (USA-ARIZONA-ERAU)",['180000']
1,20240101,22:51-22:55,CTM,Australia-ASSA,['224500']
2,20240101,23:20-23:21,III,Australia-ASSA,['231500']
3,20240102,02:48-02:48,III,Australia-ASSA,['024500']
4,20240102,08:01-08:04,III,"HUMAIN, (INDIA-OOTY)",['080000']
5,20240102,09:01-09:02,III,"HUMAIN, INDIA-GAURI, INDIA-OOTY",['090000']
6,20240102,10:21-10:22,III,"AUSTRIA-UNIGRAZ, (BIR), EGYPT-Alexandria, GERMANY-DLR, HUMAIN, INDIA-GAURI, INDIA-OOTY, (Malaysia-Banting), (NORWAY-EGERSUND), SWISS-Landschlacht, SWISS-MUHEN, [TRIEST]",['101500']
7,20240102,12:08-12:13,RBR,HUMAIN,['120000']
8,20240102,15:16-15:16,III,USA-ARIZONA-ERAU,['151500']
9,20240102,18:36-18:36,III,MEXICO-LANCE,['183000']
10,20240103,00:48-00:48,III,Australia-ASSA,['004500']
11,20240103,01:47-01:47,III,Australia-ASSA,['014500']
12,20240103,03:23-03:23,III,Australia-ASSA,['031500']
13,20240103,07:38-07:38,III,"Australia-ASSA, INDIA-OOTY",['073000']
14,20240103,10:35-10:35,III,"AUSTRIA-UNIGRAZ, GERMANY-DLR, HUMAIN, INDIA-OOTY, TRIEST",['103000']
15,20240103,12:05-12:06,III,GERMANY-DLR,['120000']
16,20240103,22:09-22:10,III,"Australia-ASSA, MEXICO-LANCE",['220000']
17,20240104,00:47-00:59,VI,"Australia-ASSA, Malaysia-Banting",['004500']
18,20240104,03:52-03:52,III,"Australia-ASSA, (INDIA-GAURI)",['034500']
19,20240104,05:22-05:23,III,"Australia-ASSA, INDIA-GAURI",['051500']
20,20240104,06:43-06:43,III,INDIA-GAURI,['063000']
21,20240104,08:00-08:00,III,"(AUSTRIA-UNIGRAZ), Australia-ASSA, HUMAIN, INDIA-GAURI, INDIA-OOTY",['080000']
22,20240104,09:25-09:25,III,"(AUSTRIA-UNIGRAZ), Australia-ASSA, EGYPT-Alexandria, (GERMANY-DLR), HUMAIN, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, TRIEST",['091500']
23,20240104,17:23-17:59,VI,"MEXICO-LANCE, USA-ARIZONA-ERAU","['171500', '173000', '174500']"
24,20240105,00:25-00:48,VI,Australia-ASSA,"['001500', '003000', '004500']"
25,20240105,07:28-07:28,III,"Australia-ASSA, (INDIA-GAURI), (INDIA-UDAIPUR)",['071500']
26,20240105,08:40-08:41,III,"AUSTRIA-UNIGRAZ, Australia-ASSA, EGYPT-Alexandria, GERMANY-DLR, HUMAIN, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, (Malaysia-Banting), TRIEST",['083000']
27,20240105,19:01-19:01,III,"MEXICO-LANCE, USA-ARIZONA-ERAU",['190000']
