,Date,Time,Type,Stations,Time_code
0,20241001,01:10-01:11,III,"ALASKA-COHOE, ALASKA-HAARP, Australia-ASSA, SSRT",['010000']
1,20241001,07:10-07:14,III,"ALMATY, AUSTRIA-UNIGRAZ, Australia-ASSA, EGYPT-Alexandria, GERMANY-DLR, HUMAIN, HURBANOVO, INDIA-OOTY, INDIA-UDAIPUR, (KASI), (Malaysia-Banting), NORWAY-EGERSUND, SSRT, SWISS-Landschlacht, TRIEST",['070000']
2,20241001,12:50-12:51,III,GLASGOW,['124500']
3,20241001,22:10-22:57,R,"ALASKA-COHOE, ALASKA-HAARP, Australia-ASSA","['220000', '221500', '223000', '224500']"
4,20241001,22:17-22:38,II,"(ALASKA-ANCHORAGE), ALASKA-COHOE, ALASKA-HAARP, Australia-ASSA, MEXICO-FCFM-UNACH, ROSWELL-NM","['221500', '223000']"
5,20241001,23:04-23:08,III,"(ALASKA-ANCHORAGE), ALASKA-COHOE, ALASKA-HAARP, Australia-ASSA",['230000']
6,20241001,23:39-23:43,III,"(ALASKA-ANCHORAGE), ALASKA-COHOE, ALASKA-HAARP, Australia-ASSA",['233000']
7,20241002,02:51-02:56,III,"Australia-ASSA, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, SSRT",['024500']
8,20241002,03:08-03:09,III,"Australia-ASSA, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, SSRT",['030000']
9,20241002,05:33-05:34,III,"ALMATY, AUSTRIA-UNIGRAZ, Australia-ASSA, EGYPT-Alexandria, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, KASI, Malaysia-Banting, SSRT, UZBEKISTAN",['053000']
10,20241002,05:46-06:00,II,"Australia-ASSA, (EGYPT-Alexandria), HUMAIN, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, (SSRT)","['054500', '060000']"
