,Date,Time,Type,Stations,Time_code
0,20230101,01:53-02:09,III,"Australia-ASSA, SSRT","['014500', '020000']"
1,20230101,07:11-07:12,VI,"ALMATY, Australia-ASSA, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, SSRT",['070000']
2,20230101,07:42-07:48,III,"ALMATY, AUSTRIA-UNIGRAZ, Australia-ASSA, GERMANY-DLR, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, SOUTHAFRICA-SANSA, SSRT, SWISS-Landschlacht, TRIEST","['073000', '074500']"
3,20230101,10:42-10:42,III,"(AUSTRIA-UNIGRAZ), BIR, GERMANY-DLR, GLASGOW, INDIA-GAURI, INDIA-OOTY, SOUTHAFRICA-SANSA",['103000']
4,20230101,15:25-15:37,VI,Arecibo-Observatory,"['151500', '153000']"
5,20230101,17:14-17:16,III,"Arecibo-Observatory, MEXICO-LANCE","['170000', '171500']"
6,20230101,18:11-18:11,III,"Arecibo-Observatory, MEXICO-LANCE",['180000']
7,20230101,18:24-18:25,III,"Arecibo-Observatory, MEXICO-LANCE",['181500']
8,20230101,18:53-19:08,VI,MEXICO-LANCE,"['184500', '190000']"
9,20230101,23:09-23:09,III,"Australia-ASSA, MEXICO-LANCE",['230000']
10,20230101,23:52-23:53,III,Australia-ASSA,['234500']
11,20230102,00:42-00:42,III,Australia-ASSA,['003000']
12,20230102,02:49-02:49,III,Australia-ASSA,['024500']
13,20230102,03:33-03:41,III,"Australia-ASSA, Arecibo-Observatory, SSRT",['033000']
14,20230102,04:52-04:54,III,"Australia-ASSA, SSRT",['044500']
15,20230102,16:41-16:41,III,Arecibo-Observatory,['163000']
16,20230102,18:07-18:08,III,Arecibo-Observatory,['180000']
17,20230102,21:45-21:46,III,"ALASKA-COHOE, ALASKA-HAARP, Australia-ASSA, MEXART, MEXICO-LANCE, ROSWELL-NM",['214500']
18,20230102,22:52-22:52,III,"Australia-ASSA, MEXICO-LANCE",['224500']
19,20230103,01:33-01:34,U,Australia-ASSA,['013000']
20,20230103,04:18-04:19,III,"Australia-ASSA, (SSRT)",['041500']
21,20230103,05:32-05:33,III,"ALMATY, Australia-ASSA, Australia-ASSA, INDIA-OOTY, INDOALASKA-COHOE, ALASKA-HAARP, Australia-ASSA, MEXICO-LANCE, ROSWELL-NMNESIA, MONGOLIA-UB, SSRT",['053000']
22,20230103,06:25-06:42,II,"ALMATY, Australia-ASSA, INDIA-OOTY, INDONESIA, (MONGOLIA-UB), SSRT","['061500', '063000']"
23,20230103,14:12-14:13,III,"ALGERIA-CRAAG, AUSTRIA-UNIGRAZ, Arecibo-Observatory, BIR, (EGYPT-Alexandria), GERMANY-DLR, GLASGOW, HUMAIN, HURBANOVO, MEXICO-LANCE, NORWAY-EGERSUND, PARAGUAY, SOUTHAFRICA-SANSA, SPAIN-PERALEJOS, SPAIN-SIGUENZA, SWISS-IRSOL, SWISS-Landschlacht, SWISS-MUHEN, TRIEST",['140000']
24,20230103,17:05-17:14,VI,"Arecibo-Observatory, MEXICO-LANCE",['170000']
25,20230103,19:26-19:28,III,"Arecibo-Observatory, MEXART, MEXICO-LANCE, ROSWELL-NM, USA-ARIZONA-ERAU",['191500']
26,20230103,22:42-22:42,III,"Australia-ASSA, MEXICO-LANCE",['223000']
27,20230103,23:47-23:54,III,Australia-ASSA,['234500']
28,20230104,00:34-00:34,III,Australia-ASSA,['003000']
29,20230104,02:33-02:45,VI,"Australia-ASSA, SSRT","['023000', '024500']"
30,20230104,03:02-03:20,VI,"Australia-ASSA, INDIA-OOTY, INDONESIA, SSRT","['030000', '031500']"
31,20230104,03:36-03:36,III,"Australia-ASSA, INDONESIA, INDIA-GAURI, MONGOLIA-UB, SSRT",['033000']
32,20230104,04:29-04:46,VI,"ALMATY, Australia-ASSA, INDIA-GAURI, INDIA-OOTY, INDONESIA, MONGOLIA-UB, SSRT","['041500', '043000', '044500']"
33,20230104,05:40-05:56,VI,"ALMATY, Australia-ASSA, EGYPT-Alexandria, INDIA-GAURI, INDIA-OOTY, INDONESIA, MONGOLIA-UB, SSRT","['053000', '054500']"
34,20230104,06:57-06:57,III,"ALMATY, Australia-ASSA, INDIA-GAURI, INDIA-OOTY, SSRT",['064500']
35,20230104,07:19-07:12,III,"ALMATY, Australia-ASSA, INDIA-GAURI, INDIA-OOTY, INDONESIA, SSRT",[]
36,20230104,07:48-07:48,III,"ALMATY, Australia-ASSA, AUSTRIA-UNIGRAZ, HUMAI, HURBANOVO, INDIA-GAURI, INDIA-OOTY, INDONESIA, SOUTHAFRICA-SANSA, SSRT",['074500']
37,20230104,09:25-09:25,III,"INDIA-GAURI, INDIA-OOTY, SOUTHAFRICA-SANSA",['091500']
38,20230104,11:25-11:25,U?,"ALGERIA-CRAAG, AUSTRIA-UNIGRAZ, BIR, GERMANY-DLR, HUMAIN, HURBANOVO, INDIA-GAURI, INDIA-OOTY, NORWAY-EGERSUND, SWISS-Landschlacht",['111500']
39,20230104,11:30-11:31,III,"ALGERIA-CRAAG, AUSTRIA-OE3FLB, AUSTRIA-UNIGRAZ, BIR, EGYPT-Alexandria, GERMANY-DLR, GLASGOW, HUMAIN, INDIA-OOTY, NORWAY-EGERSUND, (PARAGUAY), SOUTHAFRICA-SANSA, ((SPAIN-PERALEJOS)), SWISS-Landschlacht, SWISS-MUHEN",['113000']
40,20230104,11:59-11:59,III,"ALGERIA-CRAAG, AUSTRIA-UNIGRAZ, BIR, GERMANY-DLR, GLASGOW, HUMAIN, INDIA-OOTY, NORWAY-EGERSUND, SOUTHAFRICA-SANSA, SWISS-Landschlacht, TRIEST",['114500']
41,20230104,15:33-15:41,III,"ALGERIA-CRAAG, Arecibo-Observatory, BIR, (GLASGOW), HUMAIN, PARAGUAY, ROSWELL-NM, SOUTHAFRICA-SANSA, SPAIN-SIGUENZA",['153000']
42,20230104,16:53-16:55,III,Arecibo-Observatory,['164500']
43,20230104,18:31-18:32,III,Arecibo-Observatory,['183000']
44,20230104,23:14-23:15,III,"Australia-ASSA, (MEXICO-LANCE)","['230000', '231500']"
45,20230104,23:54-23:54,III,"Australia-ASSA, (MEXART), (MEXICO-LANCE)",['234500']
46,20230105,04:34-04:35,III,"Australia-ASSA, (INDIA-OOTY),  (MONGOLIA-UB), SSRT",['043000']
47,20230105,17:36-17:36,III,"Arecibo-Observatory, MEXICO-LANCE",['173000']
48,20230105,18:38-18:38,III,"Arecibo-Observatory, (MEXICO-LANCE)",['183000']
49,20230105,20:52-20:52,III,"Australia-ASSA, MEXICO-LANCE",['204500']
50,20230105,22:08-22:12,III,"Australia-ASSA, MEXICO-LANCE",['220000']
51,20230105,23:31-23:39,III,"Australia-ASSA, MEXICO-LANCE",['233000']
52,20230106,00:52-00:55,III,Australia-ASSA {followed by blackout},['004500']
53,20230106,02:03-02:03,III,Australia-ASSA,['020000']
54,20230106,02:17-02:18,III,Australia-ASSA,['021500']
55,20230106,04:15-04:16,III,"Australia-ASSA, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, SSRT",['041500']
56,20230106,05:45-05:46,III,"Australia-ASSA, INDIA-GAURI, INDIA-OOTY, SSRT",['054500']
57,20230106,06:34-06:34,III,"INDIA-OOTY, SSRT",['063000']
58,20230106,07:24-07:24,III,"Australia-ASSA, INDIA-OOTY",['071500']
59,20230106,07:55-07:56,III,"ALMATY, AUSTRIA-UNIGRAZ, Australia-ASSA, EGYPT-Alexandria, HUMAIN, HURBANOVO, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, (NORWAY-EGERSUND), SOUTHAFRICA-SANSA, SSRT, SWISS-Landschlacht",['074500']
60,20230106,08:31-08:32,III,"ALMATY, AUSTRIA-UNIGRAZ, Australia-ASSA, (EGYPT-Alexandria), HUMAIN, INDIA-GAURI, INDIA-OOTY, SSRTMalaysia-Banting, ",['083000']
61,20230106,15:36-15:36,III,Arecibo-Observatory,['153000']
62,20230106,20:15-20:15,III,"ALASKA-COHOE, ALASKA-HAARP, Arecibo-Observatory, Australia-ASSA, MEXART, MEXICO-LANCE, ROSWELL-NM, USA-ARIZONA-ERAU",['201500']
63,20230106,21:49-22:01,VI,"ALASKA-COHOE, Australia-ASSA, MEXICO-LANCE","['214500', '220000']"
64,20230106,22:40-22:40,III,Australia-ASSA,['223000']
65,20230106,22:57-23:01,III,"ALASKA-COHOE, ALASKA-HAARP, Australia-ASSA, MEXICO-LANCE","['224500', '230000']"
66,20230107,00:10-00:55,VI,Australia-ASSA,"['000000', '001500', '003000', '004500']"
67,20230107,01:25-01:30,III,Australia-ASSA,"['011500', '013000']"
68,20230107,01:38-01:39,III,Australia-ASSA,['013000']
69,20230107,02:18-02:39,VI,Australia-ASSA,"['021500', '023000']"
70,20230107,03:04-03:07,III,"Australia-ASSA, INDIA-GAURI, INDIA-UDAIPUR, SSRT",['030000']
71,20230107,03:17-03:19,III,"Australia-ASSA, INDIA-GAURI, SSRT",['031500']
72,20230107,04:46-04:52,III,Australia-ASSA,['044500']
73,20230107,05:41-05:41,III,"Australia-ASSA, INDIA-GAURI",['053000']
74,20230107,07:08-07:09,III,Australia-ASSA,['070000']
75,20230107,07:35-07:41,III,"Australia-ASSA, INDIA-GAURI, SSRT",['073000']
76,20230107,10:02-10:03,III,"AUSTRIA-UNIGRAZ, EGYPT-Alexandria, GERMANY-DLR, HUMAIN, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, NORWAY-EGERSUND, SWISS-Landschlacht, SWISS-MUHEN, (TRIEST)",['100000']
77,20230107,13:11-13:11,III,"((Arecibo-Observatory)), ((BIR)), HUMAIN, NORWAY-EGERSUND",['130000']
78,20230107,19:14-19:14,J,"Arecibo-Observatory, MEXICO-LANCE",['190000']
79,20230107,22:56-22:58,III,"Arecibo-Observatory, MEXICO-LANCE",['224500']
80,20230107,23:18-23:18,III,"Arecibo-Observatory, MEXICO-LANCE",['231500']
81,20230108,00:19-00:19,III,Australia-ASSA,['001500']
82,20230108,01:30-01:33,III,Australia-ASSA,['013000']
83,20230108,01:48-01:48,III,Australia-ASSA,['014500']
84,20230108,01:58-01:59,III,"Australia-ASSA, SSRT",['014500']
85,20230108,02:15-02:21,III,"Australia-ASSA, SSRT",['021500']
86,20230108,02:46-02:47,III,Australia-ASSA,['024500']
87,20230108,03:05-03:07,III,"Australia-ASSA, SSRT",['030000']
88,20230108,03:15-03:27,VI,"Australia-ASSA, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, SSRT",['031500']
89,20230108,04:24-04:28,III,"ALMATY, Australia-ASSA, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, KASI, Malaysia-Banting, SSRT",['041500']
90,20230108,05:07-05:14,III,"ALMATY, Australia-ASSA, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, SSRT",['050000']
91,20230108,05:32-05:38,III,"Australia-ASSA, INDIA-OOTY, SSRT",['053000']
92,20230108,06:08-06:08,III,"Australia-ASSA, INDIA-GAURI, INDIA-OOTY, SSRT",['060000']
93,20230108,07:21-07:30,III,"ALMATY, Australia-ASSA, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, SSRT","['071500', '073000']"
94,20230108,09:18-09:21,III,"ALGERIA-CRAAG, ALMATY, AUSTRIA-OE3FLB, AUSTRIA-UNIGRAZ, Australia-ASSA, BIR, EGYPT-Alexandria, GERMANY-DLR, GLASGOW, HUMAIN, HURBANOVO, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, MRO, Malaysia-Banting, NORWAY-EGERSUND, SPAIN-PERALEJOS, SPAIN-SIGUENZA, SWISS-IRSOL, SWISS-Landschlacht, SWISS-MUHEN, TRIEST",['091500']
95,20230108,09:37-09:39,III,"AUSTRIA-UNIGRAZ, (GERMANY-DLR), HUMAIN, INDIA-GAURI, INDIA-OOTY, INDIA-UDAIPUR, SWISS-Landschlacht",['093000']
96,20230108,11:36-11:54,VI,"ALGERIA-CRAAG, AUSTRIA-UNIGRAZ, BIR, (EGYPT-Alexandria), GERMANY-DLR, GLASGOW, HUMAIN, NORWAY-EGERSUND, SWISS-Landschlacht","['113000', '114500']"
